title,categories/keyword,author_tags
a speedup scheme for mrf stereo using local label hierarchy(article),"signal, image and video processing","['energy minimization', 'markov random fields', 'qpbo', 'stereo vision', 'computational complexity', 'cost functions', 'heuristic methods', 'image segmentation', 'markov processes', 'problem solving', 'random variables', 'stereo image processing', 'structural frames', 'computation time', 'energy minimization', 'energy minimization techniques', 'markov random fields', 'processing steps', 'qpbo', 'smoothness constraints', 'stereo correspondences', 'stereo vision']"
rice overexpressing osnuc1-s reveals differential gene expression leading to yield loss reduction after salt stress at the booting stage(article)(open access),international journal of molecular sciences,"['booting stage', 'light saturation point', 'nucleolin', 'photosynthesis', 'rna binding protein', 'salt stress', 'transcriptome', 'carbon dioxide', 'carotenoid', 'chlorophyll a', 'chlorophyll b', 'jasmonic acid', 'nucleolin', 'pigment', 'porphyrin', 'transcriptome', 'plant protein', 'article', 'carbohydrate metabolism', 'carbon fixation', 'controlled study', 'evapotranspiration', 'gas analysis', 'gas exchange', 'gene ontology', 'gene overexpression', 'genome analysis', 'grain filling', 'homeostasis', 'nonhuman', 'nuclear localization signal', 'photochemistry', 'photosynthesis', 'photosystem ii', 'plant growth', 'plant metabolism', 'plant yield', 'plant yield loss', 'pollen', 'productivity', 'real time polymerase chain reaction', 'reverse transcription polymerase chain reaction', 'rice', 'rna extraction', 'rna sequence', 'salt stress', 'seed production', 'stomatal conductance', 'transgenic plant', 'water transport', 'drug effect', 'gene expression regulation', 'genetics', 'metabolism', 'oryza', 'plant leaf', 'radiation response', 'salt stress', 'salt tolerance', 'gene expression regulation, plant', 'oryza', 'photosynthesis', 'plant leaves', 'plant proteins', 'plants, genetically modified', 'salt stress', 'salt tolerance']"
agreement of anterior segment parameters obtained from swept-source fourier-domain and time-domain anterior segment optical coherence tomography(article)(open access),investigative ophthalmology and visual science,"['anterior segment optical coherence tomography', 'casia2', 'swept-source fourier-domain anterior segment optical coherence tomography', 'time-domain anterior segment optical coherence tomography', 'visante oct', 'aged', 'anterior eye chamber', 'anterior eye segment', 'devices', 'diagnostic imaging', 'female', 'fourier analysis', 'glaucoma', 'human', 'image processing', 'iris', 'lens', 'male', 'middle aged', 'optical coherence tomography', 'procedures', 'prospective study', 'regression analysis', 'trabecular meshwork', 'very elderly', 'aged', 'aged, 80 and over', 'anterior chamber', 'anterior eye segment', 'female', 'fourier analysis', 'glaucoma', 'humans', 'image processing, computer-assisted', 'iris', 'lens, crystalline', 'male', 'middle aged', 'prospective studies', 'regression analysis', 'tomography, optical coherence', 'trabecular meshwork']"
effect of endoscopic sinus surgery on bronchiectasis patients with chronic rhinosinusitis(article),american journal of rhinology and allergy,"['bronchiectasis', 'chronic rhinosinusitis', 'endoscopic sinus surgery', 'pulmonary function test', 'snot-22', 'adult', 'allergic bronchopulmonary aspergillosis', 'article', 'aspiration pneumonia', 'assessment of humans', 'bronchiectasis', 'chronic obstructive lung disease', 'chronic rhinosinusitis', 'clinical outcome', 'controlled study', 'correlation coefficient', 'cystic fibrosis', 'disease association', 'endoscopic sinus surgery', 'female', 'forced expiratory volume', 'forced vital capacity', 'human', 'infection', 'lung function test', 'major clinical study', 'male', 'medical record review', 'middle aged', 'mycobacteriosis', 'outcome assessment', 'postoperative period', 'predictive value', 'preoperative period', 'retrospective study', 'scoring system', 'sinonasal outcome test 22', 'student t test', 'surgical patient', 'aged', 'bronchiectasis', 'chronic disease', 'complication', 'cystic fibrosis', 'endoscopy', 'follow up', 'paranasal sinus', 'physiology', 'rhinitis', 'sinusitis', 'treatment outcome', 'young adult', 'adult', 'aged', 'bronchiectasis', 'chronic disease', 'cystic fibrosis', 'endoscopy', 'female', 'follow-up studies', 'humans', 'male', 'middle aged', 'paranasal sinuses', 'respiratory function tests', 'retrospective studies', 'rhinitis', 'sinusitis', 'treatment outcome', 'young adult']"
episodic positive selection in the cam734 haplotype and low prevalence of the a144f mutation in plasmodium falciparum chloroquine resistance transporter gene among thai isolates(article),tropical biomedicine,[]
biosorption of cr (iii) and ni (ii) from an aqueous solution using cuttlebone and application for battery manufacturing wastewater treatment(article),environmentasia,"['biosorption', 'cuttlebone', 'heavy metal removal', 'lead-acid battery wastewater treatment', 'aqueous solution', 'bone', 'chromium', 'manufacturing', 'nickel', 'sorption', 'wastewater treatment']"
charged-particle nuclear modification factors in xexe collisions at √snn=5.44 tev(article)(open access),journal of high energy physics,"['hadron-hadron scattering (experiments)', 'heavy-ion collision', 'quark gluon plasma']"
search for beyond the standard model higgs bosons decaying into a b b ¯ pair in pp collisions at √s=13 tev(article)(open access),journal of high energy physics,"['beyond standard model', 'hadron-hadron scattering (experiments)', 'higgs physics']"
simultaneous adsorption of silver nanoparticles and silver ions on large pore mesoporous silica(article),journal of environmental chemical engineering,"['adsorption equilibrium', 'adsorption kinetics', 'large pore mesoporous silica', 'silver ions', 'silver nanoparticles', 'adsorption', 'adsorption isotherms', 'consumer products', 'ions', 'isotherms', 'kinetic parameters', 'kinetic theory', 'kinetics', 'mesoporous materials', 'metal ions', 'metal nanoparticles', 'mixtures', 'nanoparticles', 'silica', 'adsorption equilibria', 'adsorption kinetics', 'mesoporous silica', 'silver ions', 'silver nanoparticles', 'silver']"
search for zγ resonances using leptonic and hadronic final states in proton-proton collisions at √s=13 tev(article)(open access),journal of high energy physics,"['beyond standard model', 'hadron-hadron scattering (experiments)', 'particle and resonance production']"
in vivo exfoliating efficacy of biodegradable beads and the correlation with user's satisfaction(article),skin research and technology,"['corneometer®', 'dansyl chloride', 'exfoliating beads', 'gel scrubs', 'moisturizing effect', 'stratum corneum turnover time', 'chlorine compounds', 'hydration', 'microbeads', 'corneometer', 'dansyl chloride', 'exfoliating beads', 'moisturizing effect', 'turnover time', 'exfoliation (materials science)', 'mannan', 'polyethylene', 'biodegradable plastic', 'dansyl chloride', 'keratolytic agent', 'microsphere', 'wax', 'adult', 'article', 'biodegradable bead', 'chemexfoliation', 'cleaning', 'controlled study', 'drug efficacy', 'female', 'fluorescence', 'human', 'in vivo study', 'likert scale', 'male', 'particle size', 'patient satisfaction', 'skin exfoliation', 'stratum corneum', 'stratum corneum turnover time', 'turnover time', 'adolescent', 'body water', 'comparative study', 'consumer attitude', 'gel', 'metabolism', 'procedures', 'skin', 'skin abrasion', 'young adult', 'adolescent', 'biodegradable plastics', 'body water', 'consumer behavior', 'dansyl compounds', 'dermabrasion', 'female', 'gels', 'humans', 'keratolytic agents', 'male', 'mannans', 'microspheres', 'skin', 'waxes', 'young adult']"
heterostructured d-ti3c2/tio2/g-c3n4nanocomposites with enhanced visible-light photocatalytic hydrogen production activity(article),chemsuschem,"['2d materials', 'graphitic carbon nitride', 'heterostructured composites', 'hydrogen evolution', 'photocatalysis', 'energy conversion', 'light', 'nanocomposites', 'photocatalysis', 'solar energy', 'titanium dioxide', 'composite photocatalysts', 'fast electron transfer', 'graphitic carbon nitrides', 'hydrogen evolution', 'photocatalytic hydrogen', 'photocatalytic hydrogen production', 'photogenerated charge carriers', 'separation efficiency', 'hydrogen production']"
what we need to solve the urgent crisis of and how to develop sustainable long term care in thailand: policy makers' perspectives(article),malaysian journal of public health medicine,"['community', 'elderly', 'financing', 'in-depth interview', 'long term care', 'policy maker', 'thailand']"
bacillus sp. strain m10 as a potential biocontrol agent protecting chili pepper and tomato fruits from anthracnose disease caused by colletotrichum capsici(article),biocontrol,"['antifungal', 'bacillus', 'catalase', 'chili', 'colletotrichum', 'tomato', 'antimicrobial activity', 'bacterium', 'detection method', 'dicotyledon', 'disease', 'disease control', 'enzyme', 'enzyme activity', 'fruit', 'growth', 'herb', 'infectious disease', 'pathogen', 'potential biocontrol agent', 'bacillus amyloliquefaciens', 'bacillus sp.', 'capsicum frutescens', 'colletotrichum', 'colletotrichum capsici', 'lycopersicon esculentum']"
identifying factors associated with need for flexible ureteroscope repair: a western endourology stone (west) research consortium prospective cohort study(article),urolithiasis,"['durability', 'reusable flexible ureteroscope', 'scope repair', 'ureteral access sheath', 'ureteroscopy', 'adult', 'article', 'cohort analysis', 'comparative study', 'controlled study', 'female', 'human', 'major clinical study', 'male', 'morbidity', 'patient safety', 'patient satisfaction', 'perioperative period', 'pragmatic trial', 'priority journal', 'randomized controlled trial', 'self report', 'surgeon', 'surgical training', 'ureter cancer', 'ureter stricture', 'ureteroscopy', 'urolithiasis', 'clinical trial', 'device failure analysis', 'devices', 'diagnostic imaging', 'equipment design', 'lithotripsy', 'multicenter study', 'procedures', 'prospective study', 'united states', 'ureter', 'ureteroscope', 'ureteroscopy', 'urolithiasis', 'young adult', 'adult', 'equipment design', 'equipment failure analysis', 'female', 'humans', 'lithotripsy', 'male', 'perioperative period', 'prospective studies', 'united states', 'ureter', 'ureteroscopes', 'ureteroscopy', 'urolithiasis', 'young adult']"
isolation of chromium(vi) from aqueous solution by electromembrane extraction(article),analytical letters,"['chromium', 'electromembrane extraxtion (eme)', 'ionic', 'water']"
relativistic finite-difference time-domain analysis of high-speed moving metamaterials(article)(open access),scientific reports,"['article', 'human', 'human experiment', 'incidence', 'left handedness', 'magnetic field', 'simulation', 'velocity']"
"cyclization of aromatic aldehydes and phenylenediamines under reduced pressure: a convenient, environmentally friendly, and simple procedure for benzimidazole precursors(article)",synthetic communications,"['aromatic aldehydes', 'cyclization', 'heterocycles', 'reduced pressure', ""2' (4 hydroxyphenyl) 3h,3'h [5,5' bibenzo[d]imidazol] 2 ol"", ""4,4' (2,2']3,3' tetrahydro 1h,1'h [5,5' bibenzo[d]imidazole] 2,2' diyl)diphenol"", 'aldehyde', 'benzimidazole derivative', 'imidazole', 'phenylenediamine', 'phenylenediamine derivative', 'unclassified drug', 'article', 'cyclization', 'dehydrogenation', 'drug synthesis', 'green chemistry', 'hydrogenation', 'polymerization', 'pressure', 'room temperature', 'stoichiometry']"
improved heterologous expression of the membrane-bound quinoprotein quinate dehydrogenase from gluconobacter oxydans(article),protein expression and purification,"['acetic acid bacteria', 'dehydrogenase', 'membrane protein', 'pyrroloquinoline quinone', 'quinate', 'alcohol dehydrogenase', 'bacterial protein', 'quinate dehydrogenase', 'recombinant protein', 'enzymology', 'escherichia coli', 'gene expression', 'gene expression regulation', 'genetics', 'gluconobacter oxydans', 'molecular cloning', 'alcohol oxidoreductases', 'bacterial proteins', 'cloning, molecular', 'escherichia coli', 'gene expression', 'gene expression regulation, bacterial', 'gluconobacter oxydans', 'recombinant proteins']"
combining accelerometry-based motion artifact cancellation with pulse oximetry processing(article),engineering and applied science research,"['accelerometer', 'adaptive filtering', 'motion artifact', 'pulse oximetry']"
a novel frequency reuse technique for in-building small cells in dense heterogeneous networks(article),ieej transactions on electrical and electronic engineering,"['algorithm', 'clustering', 'dense network', 'eicic', 'femtocell', 'in-building', 'resource reuse', 'small cell', 'algorithms', 'buildings', 'femtocell', 'heterogeneous networks', 'mobile telecommunication systems', 'optimization', 'scheduling algorithms', 'clustering', 'dense network', 'eicic', 'in-buildings', 'resource re use', 'small cells', 'clustering algorithms']"
development of arbuscular mycorrhizal fungi-organic fertilizer pellets encapsulated with alginate film(article)(open access),engineering journal,"['alginate', 'arbuscular mycorrhizal', 'encapsulation', 'organic fertilizer', 'pellets']"
prevalence of antibody against angiotensin ii type 1 receptor (at1r) among thai kidney transplant patients(article),transplantation proceedings,"['angiotensin 1 receptor antibody', 'receptor antibody', 'unclassified drug', 'angiotensin 1 receptor', 'antibody', 'adolescent', 'adult', 'age', 'aged', 'antibody blood level', 'antibody detection', 'antibody mediated rejection', 'antibody titer', 'article', 'body mass', 'cohort analysis', 'controlled study', 'end stage renal disease', 'female', 'graft recipient', 'human', 'kidney biopsy', 'kidney graft rejection', 'kidney transplantation', 'major clinical study', 'male', 'preoperative period', 'priority journal', 'sex', 'thai (people)', 'thailand', 'blood', 'enzyme linked immunosorbent assay', 'immunology', 'middle aged', 'prospective study', 'young adult', 'adolescent', 'adult', 'aged', 'antibodies', 'enzyme-linked immunosorbent assay', 'female', 'humans', 'kidney transplantation', 'male', 'middle aged', 'preoperative period', 'prospective studies', 'receptor, angiotensin, type 1', 'thailand', 'young adult']"
efficacy and validation of a simulation-based compartment syndrome instructional course(article),the iowa orthopaedic journal,"['clinical competence', 'compartment syndrome', 'education', 'human', 'medical education', 'orthopedics', 'simulation training', 'validation study', 'clinical competence', 'compartment syndromes', 'education, medical, graduate', 'humans', 'internship and residency', 'orthopedics', 'simulation training']"
elevated hpv16 e1 expression is associated with cervical cancer progression(article)(open access),intervirology,"['cervical cancer', 'hpv e1', 'human papillomavirus', 'promoter methylation', 'glycoprotein e1', 'glycoprotein e2', 'protein e6', 'protein p97', 'e1 protein, human papillomavirus 16', 'oncoprotein', 'adult', 'article', 'cancer growth', 'cancer prognosis', 'colposcopy', 'controlled study', 'dna methylation', 'female', 'human', 'human papillomavirus type 16', 'major clinical study', 'nonhuman', 'papanicolaou test', 'priority journal', 'promoter region', 'protein expression', 'pyrosequencing', 'uterine cervix cancer', 'virus carcinogenesis', 'virus genome', 'virus replication', 'adolescent', 'aged', 'disease exacerbation', 'gene expression regulation', 'genetics', 'host pathogen interaction', 'human papillomavirus type 16', 'metabolism', 'middle aged', 'papillomavirus infection', 'pathology', 'thailand', 'tumor cell line', 'uterine cervix', 'uterine cervix carcinoma in situ', 'uterine cervix tumor', 'virology', 'virus genome', 'adolescent', 'adult', 'aged', 'cell line, tumor', 'cervical intraepithelial neoplasia', 'cervix uteri', 'disease progression', 'dna methylation', 'female', 'gene expression regulation, viral', 'genome, viral', 'host-pathogen interactions', 'human papillomavirus 16', 'humans', 'middle aged', 'oncogene proteins, viral', 'papillomavirus infections', 'promoter regions, genetic', 'thailand', 'uterine cervical neoplasms', 'virus replication']"
evaluation of static capacity of piles from rapid load testing(article),international journal of geotechnical engineering,"['rate effect factor', 'stress wave theory', 'time delay', 'unloading point method', 'velocity', 'elastic property', 'loading test', 'pile', 'stress']"
changes in transient elastography in early cirrhotic patients after receiving nonselective b-blocker for primary variceal bleeding prophylaxis: three-month follow up(article)(open access),jgh open,"['early cirrhotic', 'nonselective b-blocker', 'primary variceal bleeding prophylaxis', 'transient elastography', 'aminotransferase', 'beta adrenergic receptor blocking agent', 'propranolol', 'adult', 'aminotransferase blood level', 'article', 'clinical article', 'correlation analysis', 'diabetes mellitus', 'drug efficacy', 'drug response', 'esophagogastroduodenoscopy', 'esophagus varices bleeding', 'female', 'heart rate', 'hepatitis b', 'hepatitis c', 'human', 'liver cirrhosis', 'male', 'outcome assessment', 'priority journal', 'prospective study', 'transient elastography', 'treatment outcome', 'treatment response']"
rights can coexist with buddhism: a buddhist response to ellen zhang(book chapter),advancing global bioethics,"['autonomy', 'buddhism', 'compassion', 'individual', 'interdependence', 'rights']"
real-time polyps segmentation for colonoscopy video frames using compressed fully convolutional network(conference paper),lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics),"['colonoscopy', 'convolutional network', 'polyp detection', 'real-time detection', 'video frame segmentation', 'convolution', 'diagnosis', 'diseases', 'image segmentation', 'colonoscopy', 'convolutional networks', 'polyp detection', 'real-time detection', 'video frame', 'endoscopy']"
quasinormal modes of black strings in de rham–gabadadze–tolley massive gravity(article)(open access),european physical journal c,[]
a ‘shocking’ cause of facial edema(note),american journal of medicine,"['implantable cardioverter- defibrillator', 'internal jugular vein thrombosis', 'kidney transplant', 'acetylsalicylic acid', 'atenolol', 'azathioprine', 'heparin', 'tacrolimus', 'warfarin', 'anticoagulant agent', 'heparin', 'warfarin', 'adult', 'african american', 'brachiocephalic vein', 'case report', 'clinical article', 'disease severity', 'dysphagia', 'echography', 'face edema', 'female', 'human', 'international normalized ratio', 'jugular vein thrombosis', 'middle aged', 'neck swelling', 'nonischemic cardiomyopathy', 'note', 'periorbital edema', 'priority journal', 'subclavian vein', 'vasodilatation', 'adverse device effect', 'brachiocephalic vein', 'cardiomyopathy', 'color doppler flowmetry', 'diagnostic imaging', 'edema', 'face', 'implantable cardioverter defibrillator', 'jugular vein', 'male', 'pathology', 'pathophysiology', 'procedures', 'treatment outcome', 'vein thrombosis', 'anticoagulants', 'brachiocephalic veins', 'cardiomyopathies', 'defibrillators, implantable', 'edema', 'face', 'heparin', 'humans', 'jugular veins', 'male', 'middle aged', 'treatment outcome', 'ultrasonography, doppler, color', 'venous thrombosis', 'warfarin']"
current challenges and opportunities in treating glioblastomas(article)(open access),pharmacological reviews,"['antineoplastic agent', 'boc cell adhesion associated oncogene regulated protein', 'c type lectin domain family 4 member g pseudogene 1 protein', 'chromosome 20 open reading frame 166 antisense rna 1 protein', 'elovl fatty acid elongase 6', 'epiregulin', 'estrogen receptor beta', 'follicular dendritic cell secreted protein', 'fucosyltransferase 8 antisense rna 1', 'furin', 'granzyme b', 'iroquois homeobox 3', 'lipopolysaccharide induced tissue necrosis-factor factor', 'nanoparticle', 'nk3 homeobox 1 protein', 'nude neurodevelopment protein 1 like 1', 'podocan like 1 protein', 'prodrug', 'protein tyrosine phosphatase receptor type n', 'quiescin sulfhydryl oxidase 1', 'semaphorin 4f', 'tumor marker', 'tyrosine 3 monooxygenase', 'unclassified drug', 'vasculotropin c', 'antineoplastic agent', 'article', 'bioinformatics', 'blood brain barrier', 'cancer chemotherapy', 'cancer diagnosis', 'cancer growth', 'cell adhesion', 'drug delivery system', 'drug development', 'drug targeting', 'drug transport', 'gene expression', 'gene overexpression', 'glioblastoma', 'glioma', 'human', 'lethality', 'molecular diagnosis', 'preclinical study', 'priority journal', 'protein expression', 'protein targeting', 'animal', 'brain tumor', 'genetics', 'glioblastoma', 'metabolism', 'proteomics', 'animals', 'antineoplastic agents', 'blood-brain barrier', 'brain neoplasms', 'drug delivery systems', 'drug discovery', 'glioblastoma', 'humans', 'proteomics']"
determination of methane flux in organic paddy field(conference paper),frontiers in artificial intelligence and applications,"['greenhouse gas', 'methane emission', 'methane flux', 'organic paddy fields', 'cultivation', 'gas emissions', 'harvesting', 'methane', 'organic carbon', 'seed', 'water levels', 'ch 4', 'direct-seeding', 'greenhouses gas', 'methane emissions', 'methane fluxes', 'organic paddy field', 'organics', 'paddy fields', 'rice plants', 'wet season', 'greenhouse gases']"
"comparative study of the orr activity and stability of pt and ptm (m = ni, co, cr, pd) supported on polyaniline/carbon nanotubes in a pem fuel cell(article)(open access)",nanomaterials,"['carbon nanotube', 'orr activity and stability', 'pem fuel cell', 'polyaniline', 'ptm catalysts']"
a new section of lower palaeozoic rocks in kayin state (southeast myanmar)(article),proceedings of the geologists' association,"['conodonts', 'limestone', 'myanmar', 'ordovician', 'thailand', 'carbonate sediment', 'conodont', 'limestone', 'lithology', 'metamorphic rock', 'ordovician', 'siliciclastic deposit', 'stratigraphy', 'kayin', 'myanmar', 'salween river', 'shan', 'thailand']"
h∞ observer for descriptor nonlinear systems with nonlinear output equations(conference paper)(open access),proceedings of the american control conference,"['analysis', 'descriptor systems', 'lmis', 'nonlinear systems']"
"probing into thailand's basement: new insights from u–pb geochronology, sr, sm–nd, pb and lu–hf isotopic systems from granitoids(article)(open access)",lithos,"['geochronology', 'granitoid', 'hafnium', 'lead isotope', 'neodymium isotope', 'samarium', 'strontium isotope', 'uranium-lead dating', 'thailand']"
does heating up saline for nasal irrigation improve mucociliary function in chronic rhinosinusitis?(article),american journal of rhinology and allergy,"['acoustic rhinometry', 'anterior rhinomanometry', 'chronic rhinosinusitis', 'ciliary beat', 'mucociliary function', 'nasal obstruction', 'nasal patency', 'peak inspiratory flow', 'saccharin transit time', 'saline nasal irrigation', 'saccharin', 'sodium chloride', 'sodium chloride', 'acoustic rhinometry', 'adult', 'article', 'burning sensation', 'chronic rhinosinusitis', 'ciliary motility', 'clinical article', 'comparative effectiveness', 'controlled study', 'female', 'heating', 'human', 'male', 'mucociliary clearance', 'nasal lavage', 'nose airway resistance', 'nose obstruction', 'peak inspiratory flow', 'peak nasal inspiratory flow', 'quality of life', 'randomized controlled trial', 'rhinomanometry', 'room temperature', 'single blind procedure', 'chronic disease', 'drug effect', 'heat', 'middle aged', 'mucociliary clearance', 'pathophysiology', 'rhinitis', 'sinusitis', 'treatment outcome', 'adult', 'chronic disease', 'female', 'hot temperature', 'humans', 'male', 'middle aged', 'mucociliary clearance', 'nasal lavage', 'rhinitis', 'saline solution, hypertonic', 'single-blind method', 'sinusitis', 'treatment outcome']"
prioritizing factors affecting traffic volume of public-private partnership infrastructure projects(article),international journal of engineering and technology(uae),"['fuzzy extent analysis method', 'fuzzy logic', 'infrastructure', 'public-private partnership (ppp)', 'traffic volume']"
enhancing the phase conversion of hydroxyapatite from calcium sulphate hemihydrate by hydrothermal reaction(conference paper),key engineering materials,"['3d- printed spheres', 'calcium sulphate hemihydrate', 'hydrothermal reaction', 'hydroxyapatite', '3d printers', 'biocompatibility', 'ceramic materials', 'sodium compounds', 'sulfur compounds', 'calcium sulphate', 'conversion rates', 'dental applications', 'hydrogen phosphates', 'hydrothermal conversion', 'hydrothermal reaction', 'hydrothermally treated', 'phase conversion', 'hydroxyapatite']"
"global identity, perceptions of luxury value and consumer purchase intention: a cross-cultural examination(article)",journal of consumer marketing,"['global identity', 'purchase intention', 'self-verification process']"
"differences in neuritogenic activity and signaling activation of madecassoside, asiaticoside, and their aglycones in neuro-2a cells(article)",planta medica,"['apiaceae', 'asiatic acid', 'asiaticoside', 'centella asiatica', 'madecassic acid', 'madecassoside', 'neurite outgrowth', 'sustained erk phosphorylation', 'asiatic acid', 'asiaticoside', 'cyclic amp responsive element binding protein', 'madecassic acid', 'madecassoside', 'mitogen activated protein kinase 1', 'mitogen activated protein kinase 3', 'protein kinase b', 'triterpenoid', 'unclassified drug', 'asiatic acid', 'asiaticoside', 'creb1 protein, human', 'cyclic amp responsive element binding protein', 'madecassoside', 'mapk1 protein, human', 'mitogen activated protein kinase 1', 'pentacyclic triterpene', 'triterpene', 'animal cell', 'article', 'controlled study', 'drug activity', 'drug mechanism', 'drug potency', 'enzyme activation', 'enzyme phosphorylation', 'immunofluorescence', 'mouse', 'neurite outgrowth', 'neuro-2a cell line', 'nonhuman', 'protein phosphorylation', 'signal transduction', 'animal', 'antagonists and inhibitors', 'cell survival', 'centella', 'chemistry', 'drug effect', 'metabolism', 'neurite', 'phosphorylation', 'tumor cell line', 'animals', 'cell line, tumor', 'cell survival', 'centella', 'cyclic amp response element-binding protein', 'mice', 'mitogen-activated protein kinase 1', 'neurites', 'pentacyclic triterpenes', 'phosphorylation', 'triterpenes']"
the outcomes of cochlear implantation in thailand: audiologic performance and quality of life(article),journal of the medical association of thailand,"['cochlear implant', 'quality of life', 'sensorineural hearing loss', 'web-based registry', 'adult', 'article', 'assessment of humans', 'auditory threshold', 'categories of auditory performance score', 'child', 'cochlear implantation', 'controlled study', 'european quality of life 5 dimensions 5 level questionnaire', 'female', 'health utilities index', 'hearing', 'human', 'interpersonal communication', 'major clinical study', 'male', 'observational study', 'pediatric quality of life inventory', 'phonetically balanced word score', 'quality of life', 'retrospective study', 'speech discrimination']"
[eine randomisierte phase-iii-studie für den vergleich zwischen intensitätsmodulierter strahlentherapie mit sequenziell oder mit simultan integriertem boost bei nasopharynxkarzinom],strahlentherapie und onkologie,"['imrt with sequential boost', 'imrt with simultaneous integrated boost', 'nasopharyngeal carcinoma', 'survival', 'toxicities', 'adult', 'anemia', 'anorexia', 'article', 'body weight loss', 'brain injury', 'cancer patient', 'cancer radiotherapy', 'cancer staging', 'cancer survival', 'clinical target volume', 'controlled study', 'cranial nerve injury', 'diarrhea', 'dysphagia', 'fatigue', 'female', 'fibrosis', 'follow up', 'hearing impairment', 'high risk patient', 'human', 'intensity modulated radiation therapy', 'intermethod comparison', 'leukocyte', 'low risk patient', 'major clinical study', 'male', 'mucosa inflammation', 'nasopharynx carcinoma', 'nausea', 'neutrophil', 'outcome assessment', 'overall survival', 'phase 3 clinical trial', 'progression free survival', 'randomized controlled trial', 'skin manifestation', 'spinal cord disease', 'survival rate', 'temporal lobe', 'thrombocyte', 'thyroid disease', 'vomiting', 'xerostomia', 'adjuvant chemotherapy', 'adjuvant radiotherapy', 'aged', 'carcinoma', 'clinical trial', 'comparative study', 'intensity modulated radiation therapy', 'kaplan meier method', 'lymph node metastasis', 'middle aged', 'mortality', 'multimodality cancer therapy', 'nasopharynx tumor', 'pathology', 'phase 4 clinical trial', 'procedures', 'radiation dose fractionation', 'radiotherapy dosage', 'radiotherapy planning system', 'adult', 'aged', 'carcinoma', 'chemotherapy, adjuvant', 'combined modality therapy', 'dose fractionation', 'female', 'humans', 'kaplan-meier estimate', 'lymphatic metastasis', 'male', 'middle aged', 'nasopharyngeal neoplasms', 'neoplasm staging', 'radiotherapy dosage', 'radiotherapy planning, computer-assisted', 'radiotherapy, adjuvant', 'radiotherapy, intensity-modulated']"
differentially expressed genes in hemocytes of litopenaeus vannamei challenged with vibrio parahaemolyticus ahpnd (vpahpnd) and vpahpndtoxin(article),fish and shellfish immunology,"['early mortality syndrome', 'hemocyte', 'immune system', 'shrimp', 'transcriptome', 'antilipopolysaccharide factor', 'clottable protein 2', 'crustin p', 'cyclic amp dependent protein kinase', 'fish protein', 'lectin', 'mitogen activated protein kinase kinase 4', 'mitogen activated protein kinase p38', 'protein dnaj', 'protein kinase a regulatory subunit 1', 'serine proteinase inhibitor', 'unclassified drug', 'arthropod protein', 'bacterial toxin', 'transcriptome', 'article', 'dna library', 'fish genetics', 'gene expression', 'gene knockdown', 'litopenaeus vannamei', 'molecular docking', 'molecular model', 'nonhuman', 'priority journal', 'protein protein interaction', 'rna interference', 'rna sequence', 'upregulation', 'vibrio parahaemolyticus', 'animal', 'blood cell', 'drug effect', 'genetics', 'immunology', 'microbiology', 'penaeidae', 'vibrio parahaemolyticus', 'animals', 'arthropod proteins', 'bacterial toxins', 'hemocytes', 'penaeidae', 'transcriptome', 'vibrio parahaemolyticus']"
effects of poly(methyl methacrylate)-encapsulated nanosilica on mechanical properties of poly(lactic acid)/ethylene vinyl acetate nanocomposites(conference paper),key engineering materials,"['differential microemulsion polymerization', 'ethylene vinyl acetate copolymer', 'poly(lactic acid)', 'poly(methyl methacrylate)-encapsulated nanosilica', 'acrylic monomers', 'capillary flow', 'compression molding', 'esters', 'ethylene', 'hydrophobicity', 'impact strength', 'lactic acid', 'microemulsions', 'nanocomposites', 'polymerization', 'tensile strength', 'thermoplastic elastomers', 'average diameter', 'core-shell morphologies', 'ethylene vinyl acetate copolymer', 'hybrid nanocomposites', 'microemulsion polymerization', 'nano-silica', 'poly lactic acid', 'weight percentages', 'polyvinyl acetates']"
contribution of ammonia-oxidizing archaea and ammonia-oxidizing bacteria to ammonia oxidation in two nitrifying reactors(article),environmental science and pollution research,"['ammonia-oxidizing archaea', 'ammonia-oxidizing bacteria', 'dna-stable isotope probing', 'nitrifying reactor', 'selective inhibitors for ammonia oxidation', 'wastewater treatment', 'ammonium compound', 'bacterium', 'bioreactor', 'chemical compound', 'dna', 'gene', 'genetic analysis', 'microbial activity', 'nitrifying bacterium', 'oxidation', 'wastewater', 'wastewater treatment', 'archaea', 'bacteria (microorganisms)', 'nitrosomonadales', 'ammonia', 'analysis', 'archaeon', 'autotrophy', 'betaproteobacteria', 'bioreactor', 'genetics', 'isolation and purification', 'microbiology', 'oxidation reduction reaction', 'phylogeny', 'procedures', 'sewage', 'water management', 'water pollutant', 'ammonia', 'archaea', 'autotrophic processes', 'betaproteobacteria', 'bioreactors', 'oxidation-reduction', 'phylogeny', 'sewage', 'water pollutants, chemical', 'water purification']"
