Title,Author,Year,Type of Prize,url
"his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",['Gabriel García Márquez'],1982		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1982/summary/
their work for disarmament and nuclear and weapon-free zones,"['Alva Myrdal', 'Alfonso García Robles']",1982		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1982/summary/
"his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",['George J. Stigler'],1982		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1982/summary/
his contribution to the development of high-resolution electron spectroscopy,"['Nicolaas Bloembergen', 'Arthur L. Schawlow']",1981		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1981/summary/
"their theories, developed independently, concerning the course of chemical reactions","['Kenichi Fukui', 'Roald Hoffmann']",1981		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1981/summary/
their discoveries concerning information processing in the visual system,['Roger W. Sperry'],1981		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1981/summary/
"writings marked by a broad outlook, a wealth of ideas and artistic power",['Elias Canetti'],1981		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1981/summary/
promoting the fundamental rights of refugees,['Office of the United Nations High Commissioner for Refugees'],1981		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1981/summary/
"his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",['James Tobin'],1981		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1981/summary/
the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,"['James Cronin', 'Val Fitch']",1980		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1980/summary/
their contributions concerning the determination of base sequences in nucleic acids,['Paul Berg'],1980		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1980/summary/
their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,"['Baruj Benacerraf', 'Jean Dausset', 'George D. Snell']",1980		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1980/summary/
who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,['Czesław Miłosz'],1980		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1980/summary/
"being a source of inspiration to repressed people, especially in Latin America",['Adolfo Pérez Esquivel'],1980		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1980/summary/
the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,['Lawrence R. Klein'],1980		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1980/summary/
"their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","['Sheldon Glashow', 'Abdus Salam', 'Steven Weinberg']",1979		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1979/summary/
"their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis","['Herbert C. Brown', 'Georg Wittig']",1979		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1979/summary/
the development of computer assisted tomography,"['Allan M. Cormack', 'Godfrey N. Hounsfield']",1979		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1979/summary/
"his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",['Odysseus Elytis'],1979		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1979/summary/
her work for bringing help to suffering humanity,['Mother Teresa'],1979		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1979/summary/
their pioneering research into economic development research with particular consideration of the problems of developing countries,"['Theodore W. Schultz', 'Sir Arthur Lewis']",1979		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1979/summary/
their discovery of cosmic microwave background radiation,['Pyotr Kapitsa'],1978		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1978/summary/
his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,['Peter Mitchell'],1978		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1978/summary/
the discovery of restriction enzymes and their application to problems of molecular genetics,"['Werner Arber', 'Daniel Nathans', 'Hamilton O. Smith']",1978		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1978/summary/
"his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",['Isaac Bashevis Singer'],1978		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1978/summary/
jointly having negotiated peace between Egypt and Israel in 1978,"['Anwar al-Sadat', 'Menachem Begin']",1978		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1978/summary/
his pioneering research into the decision-making process within economic organizations,['Herbert Simon'],1978		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1978/summary/
their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,"['Philip W. Anderson', 'Sir Nevill F. Mott', 'John H. Van Vleck']",1977		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1977/summary/
"his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",['Ilya Prigogine'],1977		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1977/summary/
the development of radioimmunoassays of peptide hormones,"['Roger Guillemin', 'Andrew V. Schally']",1977		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1977/summary/
"a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",['Vicente Aleixandre'],1977		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1977/summary/
worldwide respect for human rights,['Amnesty International'],1977		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1977/summary/
their pathbreaking contribution to the theory of international trade and international capital movements,"['Bertil Ohlin', 'James E. Meade']",1977		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1977/summary/
their pioneering work in the discovery of a heavy elementary particle of a new kind,"['Burton Richter', 'Samuel C.C. Ting']",1976		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1976/summary/
his studies on the structure of boranes illuminating problems of chemical bonding,['William Lipscomb'],1976		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1976/summary/
their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"['Baruch S. Blumberg', 'D. Carleton Gajdusek']",1976		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1976/summary/
the human understanding and subtle analysis of contemporary culture that are combined in his work,['Saul Bellow'],1976		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1976/summary/
the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,"['Betty Williams', 'Mairead Corrigan']",1976		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1976/summary/
"his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",['Milton Friedman'],1976		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1976/summary/
the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,"['Aage N. Bohr', 'Ben R. Mottelson', 'James Rainwater']",1975		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1975/summary/
his research into the stereochemistry of organic molecules and reactions,['John Cornforth'],1975		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1975/summary/
their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,"['David Baltimore', 'Renato Dulbecco', 'Howard M. Temin']",1975		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1975/summary/
"his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",['Eugenio Montale'],1975		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1975/summary/
